gbifID,family,species,infraspecificEpithet,sex,eventDate,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locality,newLocalityScale,institutionCode,references,occurrenceRemarks,identificationRemarks
4425126914,Pleocomidae,Pleocoma simi,NA,NA,NA,43.98938572682829,-123.09727865588961,2000,364,"Eugene, Spencer Butte Park",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49271990,NA,NA
4424876861,Pleocomidae,Pleocoma simi,NA,NA,NA,43.98938572682829,-123.09727865588961,2000,364,"Eugene, Spencer Butte Park",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49271991,NA,NA
4425398913,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.359183,-123.03524099999998,2000,261,5 miles NE Newberg,bearing from town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49271992,NA,dubitablis
4425126915,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.172067,-122.437863,10000,215,Colton,town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49271998,NA,leachi
4424876863,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.359183,-123.03524099999998,2000,261,5 miles NE Newberg,bearing from town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272002,NA,dubitablis
4425398914,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.656988066332104,-123.23530752377945,2000,122,"N. of Corvallis, Peavy Arboretum",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272003,NA,dubitablis
4425380958,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.520357395083586,-123.16395976480344,200,91,2.5 miles W Forest Grove,bearing from town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272004,NA,dubitablis
4425126917,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.90799284703084,-122.88611475437192,10000,133,Macleay,town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272009,NA,dubitablis
4424879953,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.90799284703084,-122.88611475437192,10000,133,Macleay,town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272010,NA,dubitablis
4425618924,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.90799284703084,-122.88611475437192,10000,133,Macleay,town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272011,NA,dubitablis
4425126918,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.90799284703084,-122.88611475437192,10000,133,Macleay,town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272012,NA,dubitablis
4424876864,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.63319901725755,-123.29401896037169,2000,250,"5 miles N Corvallis, MacDonald Forest",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272013,NA,dubitablis
4425398915,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.63319901725755,-123.29401896037169,2000,250,"5 miles N Corvallis, MacDonald Forest",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272014,NA,dubitablis
4424879954,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.63319901725755,-123.29401896037169,2000,250,"5 miles N Corvallis, MacDonald Forest",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272018,NA,dubitablis
4425618925,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.63319901725755,-123.29401896037169,2000,250,"5 miles N Corvallis, MacDonald Forest",property,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272019,NA,dubitablis
4425376981,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.371317,-123.04670600000001,2000,219,6 miles NE Newberg,bearing from town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272020,NA,dubitablis
4424879955,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.371317,-123.04670600000001,2000,219,6 miles NE Newberg,bearing from town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272021,NA,dubitablis
4425618926,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,45.371317,-123.04670600000001,2000,219,6 miles NE Newberg,bearing from town,TAMU,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49272022,NA,dubitablis
1292018972,Pleocomidae,Pleocoma dubitabilis,NA,NA,NA,44.63772199999999,-123.280846,2000,309,"McDonald, Forest",property,NAU,https://ecdysis.org/collections/individual/index.php?occid=762729,NA,NA
